3.1891e-06,1.9303e-05,-0.00010172,-5.3712e-06,1.3092e-05,2.5177e-05,-3.5248e-06,3.0381e-05,-1.5106e-06,1.1246e-05,2.031e-05,-1.8631e-05,1.5274e-05,-1.1246e-05
5.7069e-06,1.9135e-05,-8.04e-05,-4.5319e-06,6.5461e-06,2.2324e-05,-2.3499e-06,1.4771e-05,4.8676e-06,1.0407e-05,1.9638e-05,-2.2995e-05,1.561e-05,1.796e-05
7.2175e-06,1.9303e-05,-4.9516e-05,-4.5319e-06,5.0355e-07,1.9974e-05,-1.5106e-06,-1.5106e-06,1.1246e-05,1.0575e-05,1.6953e-05,-2.0981e-05,1.8463e-05,4.2802e-05
7.3854e-06,1.6281e-05,-1.7121e-05,-5.7069e-06,8.3925e-07,2.0981e-05,-3.5248e-06,-2.8031e-05,1.1246e-05,9.0639e-06,5.8747e-06,-1.4771e-05,1.8967e-05,5.0019e-05
5.2033e-06,1.4939e-05,5.7069e-06,-7.3854e-06,3.8605e-06,2.4506e-05,-6.8818e-06,-5.7908e-05,5.8747e-06,7.2175e-06,-7.2175e-06,-7.7211e-06,1.4267e-05,5.1194e-05
1.0071e-06,1.6785e-05,1.4099e-05,-7.7211e-06,6.0426e-06,2.6352e-05,-6.3783e-06,-8.1743e-05,1.8463e-06,6.5461e-06,-1.1917e-05,-8.3925e-07,1.2589e-05,5.3208e-05
-1.6785e-07,1.7288e-05,8.5603e-06,-7.3854e-06,3.6927e-06,2.652e-05,-3.8605e-06,-8.5435e-05,1.6785e-06,5.539e-06,-9.5674e-06,3.6927e-06,1.4267e-05,5.304e-05
1.5106e-06,1.2924e-05,-6.3783e-06,-7.8889e-06,-1.5106e-06,2.6352e-05,-4.5319e-06,-6.3111e-05,3.1891e-06,4.3641e-06,-8.2246e-06,2.182e-06,1.3931e-05,5.1362e-05
3.6927e-06,6.3783e-06,-1.8967e-05,-8.2246e-06,-4.8676e-06,2.6017e-05,-5.539e-06,-3.1052e-05,4.5319e-06,5.2033e-06,-9.2317e-06,2.5177e-06,1.3596e-05,4.8844e-05
5.0355e-06,1.6785e-06,-2.3667e-05,-6.8818e-06,-5.7069e-06,2.5849e-05,-5.539e-06,-1.2924e-05,4.1962e-06,6.2104e-06,-1.2253e-05,5.8747e-06,1.4603e-05,3.9445e-05
7.0497e-06,-1.5106e-06,-2.5345e-05,-6.3783e-06,-3.357e-06,2.7192e-05,-6.714e-06,-1.7288e-05,1.5106e-06,3.8605e-06,-1.6281e-05,5.7069e-06,1.4267e-05,2.5513e-05
1.2253e-05,-3.5248e-06,-2.5849e-05,-7.5532e-06,-1.5106e-06,2.7359e-05,-7.5532e-06,-1.9638e-05,-1.0071e-06,-2.0142e-06,-1.1246e-05,0,1.1917e-05,1.3596e-05
1.7792e-05,-3.1891e-06,-2.2828e-05,-1.091e-05,-3.0213e-06,2.6017e-05,-7.2175e-06,5.0355e-07,1.1749e-06,-4.1962e-06,1.8463e-06,-3.0213e-06,1.1582e-05,6.5461e-06
1.9303e-05,-4.1962e-06,-1.7792e-05,-1.2085e-05,-3.357e-06,2.4506e-05,-6.8818e-06,3.3738e-05,6.5461e-06,-3.0213e-06,1.2421e-05,1.6785e-07,1.3931e-05,1.1749e-06
1.5946e-05,-6.5461e-06,-1.6449e-05,-1.091e-05,-6.8818e-06,2.4002e-05,-6.8818e-06,5.8244e-05,1.1414e-05,-1.1749e-06,1.1917e-05,8.3925e-06,1.6281e-05,-3.1891e-06
1.1917e-05,-6.8818e-06,-2.3499e-05,-8.5603e-06,-1.8128e-05,2.4506e-05,-6.0426e-06,6.2608e-05,9.9031e-06,5.0355e-07,5.7069e-06,1.091e-05,1.6281e-05,-8.3925e-07
1.326e-05,-4.8676e-06,-4.1794e-05,-8.5603e-06,-3.122e-05,2.4506e-05,-3.8605e-06,4.7333e-05,5.539e-06,-6.714e-07,-1.6785e-07,6.3783e-06,1.7456e-05,9.2317e-06
1.5946e-05,-6.714e-07,-7.2343e-05,-9.2317e-06,-4.0787e-05,2.4674e-05,-3.5248e-06,2.0645e-05,2.3499e-06,-3.5248e-06,-6.714e-06,4.8676e-06,1.8631e-05,1.5946e-05
1.5274e-05,5.0355e-06,-0.00010692,-8.896e-06,-4.3809e-05,2.5177e-05,-5.539e-06,-6.5461e-06,2.0142e-06,-4.5319e-06,-1.4267e-05,9.7353e-06,1.8967e-05,1.5946e-05
9.9031e-06,9.7353e-06,-0.00012975,-8.2246e-06,-4.0452e-05,2.4674e-05,-6.5461e-06,-2.652e-05,3.6927e-06,-3.6927e-06,-8.5603e-06,1.4603e-05,1.7624e-05,1.4435e-05
3.1891e-06,1.2757e-05,-0.00013596,-7.8889e-06,-3.6759e-05,2.182e-05,-4.8676e-06,-4.0116e-05,5.8747e-06,-3.5248e-06,2.1653e-05,1.4603e-05,1.7456e-05,1.1078e-05
-8.3925e-07,1.3931e-05,-0.0001274,-6.3783e-06,-3.4913e-05,2.0645e-05,-3.5248e-06,-3.978e-05,9.7353e-06,-5.3712e-06,5.9586e-05,1.0071e-05,1.6281e-05,8.5603e-06
